Date,ICE Area of Responsibility,ATD Technology,Family Unit - Individual,Number under ATD,Average Days in Program
01/22/2021,San Francisco,All,All,10571,1048.9
01/22/2021,San Francisco,GPS,All,3710,617.1
01/22/2021,San Francisco,SmartLINK,All,1280,906
01/22/2021,San Francisco,TR,All,5581,1368.6
01/22/2021,Seattle,All,All,3839,942.1
01/22/2021,Seattle,GPS,All,860,541.2
01/22/2021,Seattle,SmartLINK,All,1389,810.5
01/22/2021,Seattle,TR,All,1590,1273.9
01/22/2021,St Paul,All,All,2221,1165.5
01/22/2021,St Paul,GPS,All,320,608.3
01/22/2021,St Paul,SmartLINK,All,910,950.6
01/22/2021,St Paul,TR,All,991,1542.7
01/22/2021,Washington DC,All,All,2786,608
01/22/2021,Washington DC,GPS,All,1079,523.7
01/22/2021,Washington DC,SmartLINK,All,1381,623.5
01/22/2021,Washington DC,TR,All,326,821.4
01/07/2021,,Total,All,86565,869.3
01/07/2021,Atlanta,All,All,2764,958.3
01/07/2021,Atlanta,GPS,All,718,597.6
01/07/2021,Atlanta,SmartLINK,All,575,676
01/07/2021,Atlanta,TR,All,1471,1244.8
01/07/2021,Baltimore,All,All,2652,721.1
01/07/2021,Baltimore,GPS,All,1643,582.5
01/07/2021,Baltimore,SmartLINK,All,108,740.1
01/07/2021,Baltimore,TR,All,901,971.6
01/07/2021,Boston,All,All,1494,492.5
01/07/2021,Boston,GPS,All,726,381
01/07/2021,Boston,SmartLINK,All,622,536
01/07/2021,Boston,TR,All,146,861.5
01/07/2021,Buffalo,All,All,436,1294.9
01/07/2021,Buffalo,GPS,All,66,364.5
01/07/2021,Buffalo,SmartLINK,All,10,647.6
01/07/2021,Buffalo,TR,All,360,1483.4
01/07/2021,Chicago,All,All,6545,1006.9
01/07/2021,Chicago,GPS,All,2186,602.4
01/07/2021,Chicago,SmartLINK,All,1803,950.3
01/07/2021,Chicago,TR,All,2556,1392.8
01/07/2021,Dallas,All,All,977,709.7
01/07/2021,Dallas,GPS,All,627,546.3
01/07/2021,Dallas,SmartLINK,All,171,822.7
01/07/2021,Dallas,TR,All,179,1174.3
01/07/2021,Denver,All,All,1420,1380.1
01/07/2021,Denver,GPS,All,171,533.5
01/07/2021,Denver,SmartLINK,All,439,1029.1
01/07/2021,Denver,TR,All,810,1749.1
01/07/2021,Detroit,All,All,7757,952.4
01/07/2021,Detroit,GPS,All,481,654.7
01/07/2021,Detroit,SmartLINK,All,4524,723.9
01/07/2021,Detroit,TR,All,2752,1380
01/07/2021,El Paso,All,All,1068,827.9
01/07/2021,El Paso,GPS,All,344,123.2
01/07/2021,El Paso,SmartLINK,All,113,836.9
01/07/2021,El Paso,TR,All,611,1223
01/07/2021,Houston,All,All,2573,658.5
01/07/2021,Houston,GPS,All,1945,508.1
01/07/2021,Houston,SmartLINK,All,576,1056.6
01/07/2021,Houston,TR,All,52,1874.4
01/07/2021,Los Angeles,All,All,10290,934.8
01/07/2021,Los Angeles,GPS,All,3604,618.1
01/07/2021,Los Angeles,SmartLINK,All,827,922.5
01/07/2021,Los Angeles,TR,All,5859,1131.4
01/07/2021,Miami,All,All,5485,451.2
01/07/2021,Miami,GPS,All,4048,404.1
01/07/2021,Miami,SmartLINK,All,1311,575.4
01/07/2021,Miami,TR,All,126,673.1
01/07/2021,New Orleans,All,All,2748,718.4
01/07/2021,New Orleans,GPS,All,1499,565.6
01/07/2021,New Orleans,SmartLINK,All,930,833.7
01/07/2021,New Orleans,TR,All,319,1099.6
01/07/2021,New York,All,All,3639,710.5
01/07/2021,New York,GPS,All,1593,450.4
01/07/2021,New York,SmartLINK,All,429,621
01/07/2021,New York,TR,All,1617,990.5
01/07/2021,Newark,All,All,6997,994.7
01/07/2021,Newark,GPS,All,1005,465.7
01/07/2021,Newark,SmartLINK,All,3812,855.8
01/07/2021,Newark,TR,All,2180,1481.5
01/07/2021,Philadelphia,All,All,2056,661.5
01/07/2021,Philadelphia,GPS,All,356,464.5
01/07/2021,Philadelphia,SmartLINK,All,1293,670.2
01/07/2021,Philadelphia,TR,All,407,806
01/07/2021,Phoenix,All,All,1050,312.2
01/07/2021,Phoenix,GPS,All,800,202.8
01/07/2021,Phoenix,SmartLINK,All,207,620.5
01/07/2021,Phoenix,TR,All,43,864.4
01/07/2021,Salt Lake City,All,All,2997,963.9
01/07/2021,Salt Lake City,GPS,All,215,577.9
01/07/2021,Salt Lake City,SmartLINK,All,2222,923.7
01/07/2021,Salt Lake City,TR,All,560,1271.4
01/07/2021,San Antonio,All,All,1582,505.7
01/07/2021,San Antonio,GPS,All,588,311
01/07/2021,San Antonio,SmartLINK,All,300,763
01/07/2021,San Antonio,TR,All,694,559.5
01/07/2021,San Diego,All,All,2659,902.5
01/07/2021,San Diego,GPS,All,713,550.8
01/07/2021,San Diego,SmartLINK,All,1112,831.2
01/07/2021,San Diego,TR,All,834,1298.2
01/07/2021,San Francisco,All,All,10584,1039.1
01/07/2021,San Francisco,GPS,All,3699,595.5
01/07/2021,San Francisco,SmartLINK,All,1285,920.3
01/07/2021,San Francisco,TR,All,5600,1359.3
01/07/2021,Seattle,All,All,3807,937.5
01/07/2021,Seattle,GPS,All,854,539.9
01/07/2021,Seattle,SmartLINK,All,1361,809.4
01/07/2021,Seattle,TR,All,1592,1260.3
01/07/2021,St Paul,All,All,2207,1161
01/07/2021,St Paul,GPS,All,308,631.6
01/07/2021,St Paul,SmartLINK,All,908,935.8
01/07/2021,St Paul,TR,All,991,1531.9
01/07/2021,Washington DC,All,All,2778,598.7
01/07/2021,Washington DC,GPS,All,1112,519.3
01/07/2021,Washington DC,SmartLINK,All,1324,609.2
01/07/2021,Washington DC,TR,All,342,816.6
12/30/2020,,Total,All,86369,860
12/30/2020,Atlanta,All,All,2760,948.9
12/30/2020,Atlanta,GPS,All,712,594.7
12/30/2020,Atlanta,SmartLINK,All,572,664.1
12/30/2020,Atlanta,TR,All,1476,1230.2
12/30/2020,Baltimore,All,All,2657,710.7
12/30/2020,Baltimore,GPS,All,1642,572.7
12/30/2020,Baltimore,SmartLINK,All,109,728.5
12/30/2020,Baltimore,TR,All,906,958.5
12/30/2020,Boston,All,All,1500,479.7
12/30/2020,Boston,GPS,All,759,369.3
12/30/2020,Boston,SmartLINK,All,591,529.8
12/30/2020,Boston,TR,All,150,840.5
12/30/2020,Buffalo,All,All,436,1282.5
12/30/2020,Buffalo,GPS,All,68,361.7
12/30/2020,Buffalo,SmartLINK,All,9,670.8
12/30/2020,Buffalo,TR,All,359,1472.3
12/30/2020,Chicago,All,All,6563,992.8
12/30/2020,Chicago,GPS,All,2207,590.1
12/30/2020,Chicago,SmartLINK,All,1793,934.5
12/30/2020,Chicago,TR,All,2563,1380.2
12/30/2020,Dallas,All,All,966,706.9
12/30/2020,Dallas,GPS,All,614,542.5
12/30/2020,Dallas,SmartLINK,All,170,808.5
12/30/2020,Dallas,TR,All,182,1166.9
12/30/2020,Denver,All,All,1420,1367.8
12/30/2020,Denver,GPS,All,169,527.2
12/30/2020,Denver,SmartLINK,All,438,1020
12/30/2020,Denver,TR,All,813,1729.9
12/30/2020,Detroit,All,All,7755,940.3
12/30/2020,Detroit,GPS,All,489,636.1
12/30/2020,Detroit,SmartLINK,All,4512,713.4
12/30/2020,Detroit,TR,All,2754,1366.2
12/30/2020,El Paso,All,All,1024,852.5
12/30/2020,El Paso,GPS,All,297,131.4
12/30/2020,El Paso,SmartLINK,All,115,823.8
12/30/2020,El Paso,TR,All,612,1207.9
12/30/2020,Houston,All,All,2491,668.9
12/30/2020,Houston,GPS,All,1862,518
12/30/2020,Houston,SmartLINK,All,571,1045.2
12/30/2020,Houston,TR,All,58,1810.9
12/30/2020,Los Angeles,All,All,10284,923.4
12/30/2020,Los Angeles,GPS,All,3579,608.5
12/30/2020,Los Angeles,SmartLINK,All,826,910.9
12/30/2020,Los Angeles,TR,All,5879,1116.8
12/30/2020,Miami,All,All,5422,444.3
12/30/2020,Miami,GPS,All,4010,397.3
12/30/2020,Miami,SmartLINK,All,1289,568.7
12/30/2020,Miami,TR,All,123,675.8
12/30/2020,New Orleans,All,All,2740,709.7
12/30/2020,New Orleans,GPS,All,1497,558.9
12/30/2020,New Orleans,SmartLINK,All,921,825.7
12/30/2020,New Orleans,TR,All,322,1078.9
12/30/2020,New York,All,All,3636,699.7
12/30/2020,New York,GPS,All,1583,440.5
12/30/2020,New York,SmartLINK,All,426,605.9
12/30/2020,New York,TR,All,1627,976.4
12/30/2020,Newark,All,All,7005,982.6
12/30/2020,Newark,GPS,All,996,457.2
12/30/2020,Newark,SmartLINK,All,3801,838.8
12/30/2020,Newark,TR,All,2208,1467.2
12/30/2020,Philadelphia,All,All,2058,649.3
12/30/2020,Philadelphia,GPS,All,361,455.3
12/30/2020,Philadelphia,SmartLINK,All,1289,659.1
12/30/2020,Philadelphia,TR,All,408,790.2
12/30/2020,Phoenix,All,All,1049,300.3
12/30/2020,Phoenix,GPS,All,798,189.5
12/30/2020,Phoenix,SmartLINK,All,207,611.2
12/30/2020,Phoenix,TR,All,44,847.8
12/30/2020,Salt Lake City,All,All,2999,951.6
12/30/2020,Salt Lake City,GPS,All,212,560
12/30/2020,Salt Lake City,SmartLINK,All,2222,908.6
12/30/2020,Salt Lake City,TR,All,565,1267.9
12/30/2020,San Antonio,All,All,1560,503.1
12/30/2020,San Antonio,GPS,All,585,303.5
12/30/2020,San Antonio,SmartLINK,All,302,750.1
12/30/2020,San Antonio,TR,All,673,565.9
12/30/2020,San Diego,All,All,2640,897.8
12/30/2020,San Diego,GPS,All,700,557.1
12/30/2020,San Diego,SmartLINK,All,1103,818.8
12/30/2020,San Diego,TR,All,837,1286.9
12/30/2020,San Francisco,All,All,10636,1023.8
12/30/2020,San Francisco,GPS,All,3751,577.2
12/30/2020,San Francisco,SmartLINK,All,1277,913.8
12/30/2020,San Francisco,TR,All,5608,1347.6
12/30/2020,Seattle,All,All,3797,926.9
12/30/2020,Seattle,GPS,All,853,532.4
12/30/2020,Seattle,SmartLINK,All,1349,798.5
12/30/2020,Seattle,TR,All,1595,1246.6
12/30/2020,St Paul,All,All,2211,1147.6
12/30/2020,St Paul,GPS,All,305,612.8
12/30/2020,St Paul,SmartLINK,All,911,921.9
12/30/2020,St Paul,TR,All,995,1518.2
12/30/2020,Washington DC,All,All,2760,592.6
12/30/2020,Washington DC,GPS,All,1095,519.7
12/30/2020,Washington DC,SmartLINK,All,1310,595.2
12/30/2020,Washington DC,TR,All,355,807.6
12/10/2020,,Total,All,85882,855.2
12/10/2020,Atlanta,All,All,2793,933.8
12/10/2020,Atlanta,GPS,All,659,536.7
12/10/2020,Atlanta,SmartLINK,All,559,656.9
12/10/2020,Atlanta,TR,All,1575,1198.3
12/10/2020,Baltimore,All,All,2664,697.8
12/10/2020,Baltimore,GPS,All,1598,558.4
12/10/2020,Baltimore,SmartLINK,All,102,716.8
12/10/2020,Baltimore,TR,All,964,927
12/10/2020,Boston,All,All,1466,479.3
12/10/2020,Boston,GPS,All,729,377.4
12/10/2020,Boston,SmartLINK,All,563,520.1
12/10/2020,Boston,TR,All,174,774.5
12/10/2020,Buffalo,All,All,444,1263.3
12/10/2020,Buffalo,GPS,All,74,359.3
12/10/2020,Buffalo,SmartLINK,All,9,656.8
12/10/2020,Buffalo,TR,All,361,1463.7
12/10/2020,Chicago,All,All,6581,980.5
12/10/2020,Chicago,GPS,All,2182,574.9
12/10/2020,Chicago,SmartLINK,All,1762,921.6
12/10/2020,Chicago,TR,All,2637,1355.5
12/10/2020,Dallas,All,All,950,707
12/10/2020,Dallas,GPS,All,596,535.8
12/10/2020,Dallas,SmartLINK,All,171,811.3
12/10/2020,Dallas,TR,All,183,1166.9
12/10/2020,Denver,All,All,1420,1361.3
12/10/2020,Denver,GPS,All,140,483.4
12/10/2020,Denver,SmartLINK,All,425,978.6
12/10/2020,Denver,TR,All,855,1695.2
12/10/2020,Detroit,All,All,7750,930
12/10/2020,Detroit,GPS,All,420,611.2
12/10/2020,Detroit,SmartLINK,All,4490,703.7
12/10/2020,Detroit,TR,All,2840,1335
12/10/2020,El Paso,All,All,968,896.8
12/10/2020,El Paso,GPS,All,225,126.6
12/10/2020,El Paso,SmartLINK,All,113,824
12/10/2020,El Paso,TR,All,630,1185
12/10/2020,Houston,All,All,2353,700.3
12/10/2020,Houston,GPS,All,1627,538.6
12/10/2020,Houston,SmartLINK,All,550,1028.5
12/10/2020,Houston,TR,All,176,1169.5
12/10/2020,Los Angeles,All,All,10292,911.5
12/10/2020,Los Angeles,GPS,All,3446,590.5
12/10/2020,Los Angeles,SmartLINK,All,812,905.6
12/10/2020,Los Angeles,TR,All,6034,1095.6
12/10/2020,Miami,All,All,5326,443.3
12/10/2020,Miami,GPS,All,3778,391.2
12/10/2020,Miami,SmartLINK,All,1245,567
12/10/2020,Miami,TR,All,303,584.4
12/10/2020,New Orleans,All,All,2745,697.7
12/10/2020,New Orleans,GPS,All,1482,544.2
12/10/2020,New Orleans,SmartLINK,All,914,818.3
12/10/2020,New Orleans,TR,All,349,1033.4
12/10/2020,New York,All,All,3613,696
12/10/2020,New York,GPS,All,1535,436.6
12/10/2020,New York,SmartLINK,All,414,597.9
12/10/2020,New York,TR,All,1664,959.6
12/10/2020,Newark,All,All,7004,970.8
12/10/2020,Newark,GPS,All,975,446.7
12/10/2020,Newark,SmartLINK,All,3769,811.4
12/10/2020,Newark,TR,All,2260,1462.9
12/10/2020,Philadelphia,All,All,2053,641.1
12/10/2020,Philadelphia,GPS,All,297,393.1
12/10/2020,Philadelphia,SmartLINK,All,1286,647.9
12/10/2020,Philadelphia,TR,All,470,779.2
12/10/2020,Phoenix,All,All,925,358.7
12/10/2020,Phoenix,GPS,All,639,224.2
12/10/2020,Phoenix,SmartLINK,All,200,604.8
12/10/2020,Phoenix,TR,All,86,785.8
12/10/2020,Salt Lake City,All,All,2995,944.1
12/10/2020,Salt Lake City,GPS,All,187,503
12/10/2020,Salt Lake City,SmartLINK,All,2209,896.4
12/10/2020,Salt Lake City,TR,All,599,1257.9
12/10/2020,San Antonio,All,All,1523,505.3
12/10/2020,San Antonio,GPS,All,557,300.8
12/10/2020,San Antonio,SmartLINK,All,298,739.2
12/10/2020,San Antonio,TR,All,668,571.6
12/10/2020,San Diego,All,All,2645,888.1
12/10/2020,San Diego,GPS,All,711,547.5
12/10/2020,San Diego,SmartLINK,All,1080,813.1
12/10/2020,San Diego,TR,All,854,1266.4
12/10/2020,San Francisco,All,All,10643,1012.3
12/10/2020,San Francisco,GPS,All,3739,570.2
12/10/2020,San Francisco,SmartLINK,All,1264,902.3
12/10/2020,San Francisco,TR,All,5640,1330.1
12/10/2020,Seattle,All,All,3788,918.7
12/10/2020,Seattle,GPS,All,839,524.7
12/10/2020,Seattle,SmartLINK,All,1314,793.2
12/10/2020,Seattle,TR,All,1635,1221.8
12/10/2020,St Paul,All,All,2205,1140
12/10/2020,St Paul,GPS,All,247,532.8
12/10/2020,St Paul,SmartLINK,All,915,918.9
12/10/2020,St Paul,TR,All,1043,1477.8
12/10/2020,Washington DC,All,All,2736,585.6
12/10/2020,Washington DC,GPS,All,1060,511.1
12/10/2020,Washington DC,SmartLINK,All,1259,585
12/10/2020,Washington DC,TR,All,417,776.6
11/26/2020,,Total,All,85628,847.7
11/26/2020,Atlanta,All,All,2822,918.9
11/26/2020,Atlanta,GPS,All,662,527.3
11/26/2020,Atlanta,SmartLINK,All,572,640.8
11/26/2020,Atlanta,TR,All,1588,1182.4
11/26/2020,Baltimore,All,All,2686,683.8
11/26/2020,Baltimore,GPS,All,1630,544.3
11/26/2020,Baltimore,SmartLINK,All,99,707.1
11/26/2020,Baltimore,TR,All,957,919
11/26/2020,Boston,All,All,1453,471
11/26/2020,Boston,GPS,All,746,373.2
11/26/2020,Boston,SmartLINK,All,533,512.5
11/26/2020,Boston,TR,All,174,762.9
11/26/2020,Buffalo,All,All,441,1256.4
11/26/2020,Buffalo,GPS,All,76,355.9
11/26/2020,Buffalo,SmartLINK,All,8,650.3
11/26/2020,Buffalo,TR,All,357,1461.6
11/26/2020,Chicago,All,All,6643,965.8
11/26/2020,Chicago,GPS,All,2254,566.9
11/26/2020,Chicago,SmartLINK,All,1711,901.5
11/26/2020,Chicago,TR,All,2678,1342.8
11/26/2020,Dallas,All,All,942,704.6
11/26/2020,Dallas,GPS,All,589,532.7
11/26/2020,Dallas,SmartLINK,All,167,811.8
11/26/2020,Dallas,TR,All,186,1152.8
11/26/2020,Denver,All,All,1418,1353.8
11/26/2020,Denver,GPS,All,146,478.9
11/26/2020,Denver,SmartLINK,All,411,956.4
11/26/2020,Denver,TR,All,861,1691.9
11/26/2020,Detroit,All,All,7771,917.7
11/26/2020,Detroit,GPS,All,424,596
11/26/2020,Detroit,SmartLINK,All,4481,690.3
11/26/2020,Detroit,TR,All,2866,1320.8
11/26/2020,El Paso,All,All,971,882.9
11/26/2020,El Paso,GPS,All,227,123.4
11/26/2020,El Paso,SmartLINK,All,113,810
11/26/2020,El Paso,TR,All,631,1169.2
11/26/2020,Houston,All,All,2259,719.3
11/26/2020,Houston,GPS,All,1538,558
11/26/2020,Houston,SmartLINK,All,534,1015.6
11/26/2020,Houston,TR,All,187,1199.8
11/26/2020,Los Angeles,All,All,10290,899.9
11/26/2020,Los Angeles,GPS,All,3457,579.5
11/26/2020,Los Angeles,SmartLINK,All,809,895.8
11/26/2020,Los Angeles,TR,All,6024,1084.3
11/26/2020,Miami,All,All,5205,443.4
11/26/2020,Miami,GPS,All,3707,392.7
11/26/2020,Miami,SmartLINK,All,1203,564.5
11/26/2020,Miami,TR,All,295,586.9
11/26/2020,New Orleans,All,All,2726,694.2
11/26/2020,New Orleans,GPS,All,1470,547.9
11/26/2020,New Orleans,SmartLINK,All,903,805.1
11/26/2020,New Orleans,TR,All,353,1019.9
11/26/2020,New York,All,All,3607,686.9
11/26/2020,New York,GPS,All,1557,429.1
11/26/2020,New York,SmartLINK,All,377,604.3
11/26/2020,New York,TR,All,1673,945.4
11/26/2020,Newark,All,All,7015,958.9
11/26/2020,Newark,GPS,All,972,439.2
11/26/2020,Newark,SmartLINK,All,3766,794.5
11/26/2020,Newark,TR,All,2277,1452.7
11/26/2020,Philadelphia,All,All,2058,628.3
11/26/2020,Philadelphia,GPS,All,308,383.9
11/26/2020,Philadelphia,SmartLINK,All,1282,634.8
11/26/2020,Philadelphia,TR,All,468,771.3
11/26/2020,Phoenix,All,All,818,394.9
11/26/2020,Phoenix,GPS,All,529,258.8
11/26/2020,Phoenix,SmartLINK,All,203,590
11/26/2020,Phoenix,TR,All,86,771.8
11/26/2020,Salt Lake City,All,All,2977,937
11/26/2020,Salt Lake City,GPS,All,193,488.8
11/26/2020,Salt Lake City,SmartLINK,All,2185,890.5
11/26/2020,Salt Lake City,TR,All,599,1250.9
11/26/2020,San Antonio,All,All,1557,490.6
11/26/2020,San Antonio,GPS,All,608,276
11/26/2020,San Antonio,SmartLINK,All,297,722.3
11/26/2020,San Antonio,TR,All,652,585.1
11/26/2020,San Diego,All,All,2625,884.7
11/26/2020,San Diego,GPS,All,703,542.7
11/26/2020,San Diego,SmartLINK,All,1054,808.7
11/26/2020,San Diego,TR,All,868,1253.9
11/26/2020,San Francisco,All,All,10673,999.1
11/26/2020,San Francisco,GPS,All,3787,557.3
11/26/2020,San Francisco,SmartLINK,All,1258,890.4
11/26/2020,San Francisco,TR,All,5628,1320.7
11/26/2020,Seattle,All,All,3758,912.8
11/26/2020,Seattle,GPS,All,823,522.2
11/26/2020,Seattle,SmartLINK,All,1295,787
11/26/2020,Seattle,TR,All,1640,1208.2
11/26/2020,St Paul,All,All,2202,1130.3
11/26/2020,St Paul,GPS,All,248,539.3
11/26/2020,St Paul,SmartLINK,All,911,906.9
11/26/2020,St Paul,TR,All,1043,1465.8
11/26/2020,Washington DC,All,All,2711,578.8
11/26/2020,Washington DC,GPS,All,1075,507.8
11/26/2020,Washington DC,SmartLINK,All,1188,576.3
11/26/2020,Washington DC,TR,All,448,756.1
11/14/2020,,Total,All,85413,840.5
11/14/2020,Atlanta,All,All,2835,908
11/14/2020,Atlanta,GPS,All,659,524.6
11/14/2020,Atlanta,SmartLINK,All,564,619.8
11/14/2020,Atlanta,TR,All,1612,1165.5
11/14/2020,Baltimore,All,All,2702,670.2
11/14/2020,Baltimore,GPS,All,1663,530.2
11/14/2020,Baltimore,SmartLINK,All,90,710.7
11/14/2020,Baltimore,TR,All,949,911.6
11/14/2020,Boston,All,All,1451,461.3
11/14/2020,Boston,GPS,All,811,366.8
11/14/2020,Boston,SmartLINK,All,466,517.7
11/14/2020,Boston,TR,All,174,750.9
11/14/2020,Buffalo,All,All,438,1258.9
11/14/2020,Buffalo,GPS,All,76,380.2
11/14/2020,Buffalo,SmartLINK,All,8,636.3
11/14/2020,Buffalo,TR,All,354,1461.7
11/14/2020,Chicago,All,All,6649,954.5
11/14/2020,Chicago,GPS,All,2256,555.2
11/14/2020,Chicago,SmartLINK,All,1631,868.5
11/14/2020,Chicago,TR,All,2762,1331.4
11/14/2020,Dallas,All,All,940,695.9
11/14/2020,Dallas,GPS,All,594,530.6
11/14/2020,Dallas,SmartLINK,All,164,798.9
11/14/2020,Dallas,TR,All,182,1142.7
11/14/2020,Denver,All,All,1416,1348.4
11/14/2020,Denver,GPS,All,154,478.4
11/14/2020,Denver,SmartLINK,All,398,965.8
11/14/2020,Denver,TR,All,864,1679.8
11/14/2020,Detroit,All,All,7778,907.3
11/14/2020,Detroit,GPS,All,440,580.9
11/14/2020,Detroit,SmartLINK,All,4455,680
11/14/2020,Detroit,TR,All,2883,1308.3
11/14/2020,El Paso,All,All,941,903.4
11/14/2020,El Paso,GPS,All,193,134.8
11/14/2020,El Paso,SmartLINK,All,114,792.2
11/14/2020,El Paso,TR,All,634,1157.3
11/14/2020,Houston,All,All,2236,721.5
11/14/2020,Houston,GPS,All,1511,560.5
11/14/2020,Houston,SmartLINK,All,516,980.7
11/14/2020,Houston,TR,All,209,1245.2
11/14/2020,Los Angeles,All,All,10329,887.5
11/14/2020,Los Angeles,GPS,All,3523,566.8
11/14/2020,Los Angeles,SmartLINK,All,799,895.8
11/14/2020,Los Angeles,TR,All,6007,1074.4
11/14/2020,Miami,All,All,5157,437
11/14/2020,Miami,GPS,All,3692,386.7
11/14/2020,Miami,SmartLINK,All,1171,559.8
11/14/2020,Miami,TR,All,294,579.7
11/14/2020,New Orleans,All,All,2660,700.6
11/14/2020,New Orleans,GPS,All,1425,563.1
11/14/2020,New Orleans,SmartLINK,All,887,795.9
11/14/2020,New Orleans,TR,All,348,1020.8
11/14/2020,New York,All,All,3620,676.2
11/14/2020,New York,GPS,All,1617,425.9
11/14/2020,New York,SmartLINK,All,227,553.9
11/14/2020,New York,TR,All,1776,919.7
11/14/2020,Newark,All,All,6998,950.5
11/14/2020,Newark,GPS,All,946,446.5
11/14/2020,Newark,SmartLINK,All,3772,781.1
11/14/2020,Newark,TR,All,2280,1440
11/14/2020,Philadelphia,All,All,2048,619.5
11/14/2020,Philadelphia,GPS,All,312,393.7
11/14/2020,Philadelphia,SmartLINK,All,1269,624.2
11/14/2020,Philadelphia,TR,All,467,757.7
11/14/2020,Phoenix,All,All,720,435.3
11/14/2020,Phoenix,GPS,All,431,305.1
11/14/2020,Phoenix,SmartLINK,All,204,576.3
11/14/2020,Phoenix,TR,All,85,757.8
11/14/2020,Salt Lake City,All,All,2981,926.4
11/14/2020,Salt Lake City,GPS,All,203,511.3
11/14/2020,Salt Lake City,SmartLINK,All,2150,874.3
11/14/2020,Salt Lake City,TR,All,628,1239
11/14/2020,San Antonio,All,All,1531,494
11/14/2020,San Antonio,GPS,All,620,275.9
11/14/2020,San Antonio,SmartLINK,All,286,716.1
11/14/2020,San Antonio,TR,All,625,608.7
11/14/2020,San Diego,All,All,2610,879.6
11/14/2020,San Diego,GPS,All,712,548.5
11/14/2020,San Diego,SmartLINK,All,1020,802.1
11/14/2020,San Diego,TR,All,878,1238.2
11/14/2020,San Francisco,All,All,10741,984.5
11/14/2020,San Francisco,GPS,All,3881,547.1
11/14/2020,San Francisco,SmartLINK,All,1258,876.2
11/14/2020,San Francisco,TR,All,5602,1311.8
11/14/2020,Seattle,All,All,3733,908.2
11/14/2020,Seattle,GPS,All,828,530.2
11/14/2020,Seattle,SmartLINK,All,1262,782.4
11/14/2020,Seattle,TR,All,1643,1195.3
11/14/2020,St Paul,All,All,2210,1118.5
11/14/2020,St Paul,GPS,All,253,541.4
11/14/2020,St Paul,SmartLINK,All,919,895.5
11/14/2020,St Paul,TR,All,1038,1456.7
11/14/2020,Washington DC,All,All,2689,571.2
11/14/2020,Washington DC,GPS,All,1077,498.5
11/14/2020,Washington DC,SmartLINK,All,1138,569
11/14/2020,Washington DC,TR,All,474,741.3
09/18/2020,,Total,All,85857,801
09/18/2020,Atlanta,All,All,2982,856.3
09/18/2020,Atlanta,GPS,All,698,481.2
09/18/2020,Atlanta,SmartLINK,All,553,561.5
09/18/2020,Atlanta,VoiceID,All,1731,1101.7
09/18/2020,Baltimore,All,All,2732,625.1
09/18/2020,Baltimore,GPS,All,1717,488.8
09/18/2020,Baltimore,SmartLINK,All,80,677.7
09/18/2020,Baltimore,VoiceID,All,935,871
09/18/2020,Boston,All,All,1442,420.4
09/18/2020,Boston,GPS,All,976,337.2
09/18/2020,Boston,SmartLINK,All,298,518.4
09/18/2020,Boston,VoiceID,All,168,729.6
09/18/2020,Buffalo,All,All,433,1238.3
09/18/2020,Buffalo,GPS,All,81,375
09/18/2020,Buffalo,SmartLINK,All,6,731.7
09/18/2020,Buffalo,VoiceID,All,346,1449.2
09/18/2020,Chicago,All,All,6806,901.6
09/18/2020,Chicago,GPS,All,2426,509.5
09/18/2020,Chicago,SmartLINK,All,1531,822.5
09/18/2020,Chicago,VoiceID,All,2849,1278.1
09/18/2020,Dallas,All,All,954,648
09/18/2020,Dallas,GPS,All,615,490.7
09/18/2020,Dallas,SmartLINK,All,155,724
09/18/2020,Dallas,VoiceID,All,184,1109.6
09/18/2020,Denver,All,All,1430,1313.6
09/18/2020,Denver,GPS,All,179,464
09/18/2020,Denver,SmartLINK,All,358,890.1
09/18/2020,Denver,VoiceID,All,893,1653.6
09/18/2020,Detroit,All,All,7832,867.6
09/18/2020,Detroit,GPS,All,524,521.4
09/18/2020,Detroit,SmartLINK,All,4346,641.5
09/18/2020,Detroit,VoiceID,All,2962,1260.8
09/18/2020,El Paso,All,All,889,922.9
09/18/2020,El Paso,GPS,All,139,186.2
09/18/2020,El Paso,SmartLINK,All,114,778.2
09/18/2020,El Paso,VoiceID,All,636,1109.9
09/18/2020,Houston,All,All,2219,696.8
09/18/2020,Houston,GPS,All,1514,531.3
09/18/2020,Houston,SmartLINK,All,447,807.5
09/18/2020,Houston,VoiceID,All,258,1475.9
09/18/2020,Los Angeles,All,All,10216,851.8
09/18/2020,Los Angeles,GPS,All,3508,546.2
09/18/2020,Los Angeles,SmartLINK,All,760,865.9
09/18/2020,Los Angeles,VoiceID,All,5948,1030.2
09/18/2020,Miami,All,All,5109,403.4
09/18/2020,Miami,GPS,All,3757,354.6
09/18/2020,Miami,SmartLINK,All,1064,532.6
09/18/2020,Miami,VoiceID,All,288,562.1
09/18/2020,New Orleans,All,All,2687,659.9
09/18/2020,New Orleans,GPS,All,1533,521.7
09/18/2020,New Orleans,SmartLINK,All,814,773
09/18/2020,New Orleans,VoiceID,All,340,1012.1
09/18/2020,New York,All,All,3746,627.4
09/18/2020,New York,GPS,All,1810,382.6
09/18/2020,New York,SmartLINK,All,139,570.4
09/18/2020,New York,VoiceID,All,1797,878.4
09/18/2020,Newark,All,All,7108,896.1
09/18/2020,Newark,GPS,All,1012,403.8
